# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
19594 2990 0  6028
       91      2685 -1.9516362863333295449e-032
       91      2686 -0.074873061802068943682
       91      2701 9.6955766833332485565e-033
       91      2702 -1.2402166889996513177e-007
       92      2661 -1.3543217813333328277e-033
       92      2662 -1.3409849759203525712e-009
       92      2665 2.6734559159999747819e-033
       92      2666 5.3873406796932952626e-008
       92      2681 -9.1819870333308793247e-035
       92      2682 5.379532166894754511e-008
       92      2685 -2.7724296686666615291e-033
       92      2686 5.366951225822377111e-008
       92      2701 1.368432779333321472e-033
       92      2702 1.3330309287972406191e-009
       93      2641 -9.5986696086666827426e-033
       93      2642 1.0822246196851709188e-007
       93      2645 1.9074256927332991226e-032
       93      2646 -0.074120948940165631846
       93      2661 -3.1845250700021975831e-034
       93      2662 -0.074308797341324325791
       93      2665 -1.941916951333355786e-032
       93      2666 -0.074496692866460115234
       93      2681 9.647335013333331416e-033
       93      2682 -1.160764581883966251e-007
       94      2641 -1.3402642726666690289e-033
       94      2642 -1.3409416685213256488e-009
       94      2645 2.6458097153332862426e-033
       94      2646 4.9089819030739768693e-008
       94      2661 -9.1183273000028250309e-035
       94      2662 4.8799513039798803052e-008
       94      2665 -2.7438312093333637133e-033
       94      2666 4.8509466893251780569e-008
       94      2681 1.3543217813333328277e-033
       94      2682 1.3409849759203389228e-009
       95      2621 -9.5519540219999702536e-033
       95      2622 1.0051377381282977641e-007
       95      2625 1.8980827334000240224e-032
       95      2626 -0.073753422150692304893
       95      2641 -3.0994384666618247288e-034
       95      2642 -0.073936945974440088092
       95      2645 -1.9320421507333427737e-032
       95      2646 -0.074120516050317858392
       95      2661 9.5986696086666895848e-033
       95      2662 -1.0822246209168245867e-007
       96      2621 -1.3265845343999957191e-033
       96      2622 -1.3354202314960991541e-009
       96      2625 2.618721696800033313e-033
       96      2626 4.4630655814824059813e-008
       96      2641 -8.9302054066599509192e-035
       96      2642 4.4161789774663435819e-008
       96      2645 -2.7152473753333471086e-033
       96      2646 4.3726052356654571977e-008
       96      2661 1.3402642726666700552e-033
       96      2662 1.3409416685214034038e-009
       97      2601 -9.5030068146667558699e-033
       97      2602 9.2929678806308313455e-008
       97      2605 1.8882934175999800113e-032
       97      2606 -0.073377584657658562195
       97      2621 -3.1886891100026413917e-034
       97      2622 -0.073565279624343865583
       97      2625 -1.9226988754000240174e-032
       97      2626 -0.073753020095597504602
       97      2641 9.5519540219999702536e-033
       97      2642 -1.0051377358124419237e-007
       98      2601 -1.3127078660666790183e-033
       98      2602 -1.3244324699996567068e-009
       98      2605 2.5912401457999718778e-033
       98      2606 4.0457465670650342247e-008
       98      2621 -8.9818152500037132172e-035
       98      2622 3.9840256995256202501e-008
       98      2625 -2.6876164408000333815e-033
       98      2626 3.9288974888839840213e-008
       98      2641 1.3265845343999958902e-033
       98      2642 1.3354202314959672188e-009
       99      2581 -9.4560091859999873307e-033
       99      2582 8.5530581674445049778e-008
       99      2585 1.8790355168666773543e-032
       99      2586 -0.07301041809918291936
       99      2601 -3.1036184299948502928e-034
       99      2602 -0.073193793321771033478
